CC / OVC,Company (Label),Position Country (Label),Legal Entity (Label),Physical Location (Location Name),Business unit (Label),Position Business Segment (Picklist Label),Division (Label),Employment Classification (Label),Employee Type (Label),Employment Type (Label),Job Classification (Label),Cost Center (Label),Job Title,Position Position Title (Label),Work Contract (Picklist Label),Job Function (Label)
OVC,Underground,Australia,Joy Global Australia Pty,Moss Vale - Australia,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Mechanical Fitter,Gearbox Shop,Mechanical Fitter,Mechanical Fitter,,Manufacturing
OVC,Underground,United States,Joy Global Underground,Lebanon - South East Americas,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,AMNO - Assembler Welder,Mechanical Dept LEB,AMNO - Assembler Welder,Assembly Welder,Direct (DL),Manufacturing
OVC,Surface,India,Joy Global India Pv. Ltd.,West Bokaro - Mine Pro,Field Svc,Komatsu Mining Technologies,General & Administrative,Regular,Full-Time,Salaried,Shop Floor Worker,Kolkata HO Serv. SU,Manufacturing - Shop Floor Worker,Product Support Engineer,,Manufacturing
OVC,Underground,South Africa,Joy Global Africa Pty Ltd,Wadeville - Republic of South Africa,Manufacturing,,Manufacturing,Regular,Full-Time,Hourly,Electrician,Electrical Panels,Manufacturing - Electrician,Electrician,,Manufacturing
CC,Surface,United States,Joy Global Surface Mining,Milwaukee Distribution Center,Quality,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Salaried,Quality Control Analyst I,Logistics Systems,Quality Control Analyst I,Quality Analyst,Tech & Spec Sal (SE),Manufacturing Quality
CC,Corporate,United States,Komatsu Mining Corp.,Milwaukee South Harbor,Finance,Corporate,General & Administrative,Regular,Full-Time,Salaried,Tax Manager I,Tax,Finance - Tax Manager I,Tax Transformation Manager,Tech & Spec Sal (SE),Finance
CC,Komatsu East,United States,Komatsu America Corp.,Hatfield (Midlantic),Komatsu East,Komatsu North America,Komatsu East,Regular,Full-Time,Salaried,Recruiter,HR,Human Resources - Recruiter,"Senior Recruiter, HR",,Human Resources
CC,Underground,Australia,Joy Global Australia Pty,Moss Vale - Australia,Engineering,Komatsu Mining Technologies,Research and Development,Regular,Full-Time,Salaried,Associate Engineer,Eng. Bolting Equip,Engineering - Associate Engineer,Graduate Mechanical Engineer,,Engineering
CC,Surface,Mexico,Joy Global Mexico S.A,Tlaquepaque - AMSCHL Mexico,Finance,Komatsu Mining Technologies,General & Administrative,Regular,Full-Time,Salaried,Accountant III,CONTABILIDAD,Finance - Accountant III,Finance Analyst,,Finance
CC,KAC,United States,Komatsu America Corp.,Chicago Headquarters,Information Technology,Corporate,General & Administrative,Regular,Full-Time,Salaried,Network Analyst,Global WAN,Network Analyst,Network Analyst,,Information Technology
OVC,Underground,Australia,Joy Global Australia Pty,Hunter Valley - Australia,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Electrical Fitter Apprentice,Motor Repairs Bay,Electrical Fitter Apprentice,Apprentice Electrical Fitter,,Manufacturing
CC,Underground,China,Joy Global (Baotou),Baotou - Mining China,Supply Chain Division,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Salaried,Planner IV,Planning BT,Planning/Project Management - Planner IV,Service Planner,,Planning/Project Management
CC,KAC,United States,Komatsu America Corp.,Milwaukee South Harbor,Corporate Finance,Komatsu North America,General & Administrative,Regular,Full-Time,Salaried,Sr Financial Analyst,NA Region Admin KNA,Finance - Sr Financial Analyst,Senior Financial Analyst,,Finance
OVC,Komatsu West,United States,Komatsu America Corp.,Salt Lake City (KEC),Komatsu Equipment Company,Komatsu North America,Komatsu Equipment Company,Regular,Full-Time,Hourly,Shop/Field Technician - U/N,SaltLake-Svc NonMgmt,Shop Technician - Shop/Field Technician - U/N,Shop/Field Technician - U/N,,Warehouse Distribution
OVC,Komatsu West,United States,Komatsu America Corp.,Salt Lake City (KEC),Komatsu Equipment Company,Komatsu North America,Komatsu Equipment Company,Regular,Full-Time,Hourly,Shop/Field Technician - U/N,SaltLake-Svc NonMgmt,Shop Technician - Shop/Field Technician - U/N,Shop/Field Technician - U/N,,Warehouse Distribution
OVC,KAC,United States,Komatsu America Corp.,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Mechanical Assembler,PMO-ELEC TRK-ASSEM,Manufacturing - Mechanical Assembler,Mechanical Assembler,,Manufacturing
OVC,Surface,United States,Joy Global Surface Mining,"Cleveland, OH - AMNUSA Pyramid",Supply Chain Division,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Salaried,Buyer II,Pyramid Purchasing,Buyer II,Buyer III,Tech & Spec Sal (SE),Supply Chain
OVC,Underground,United States,Joy Global Underground,Reno - Franklin Operations,Manufacturing,,Manufacturing,Regular,Full-Time,Hourly,Utility Worker,Mfg. Serv. RNO,Manufacturing - Utility Worker,RNO General Repair Person,Indirect (IG),Manufacturing
CC,KAC,United States,Komatsu America Corp.,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Salaried,Expediting Associate,Materials Management,Expediting Associate,Expediting Associate,Cler & Sten Sal (SD),Parts
OVC,Surface,United States,Joy Global Longview Ops,Longview LeT - LeT Mining Products,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,LVW HRLY Installer II,Hard Rock Assy,LVW HRLY Installer II,General Assembly II,Direct (DL),Manufacturing
CC,Komatsu America Industries,United States,Komatsu America Industries,Chicago Headquarters,Komatsu America Industries,,IMO - KAI,Regular,Full-Time,Salaried,Service Manager,IMO - PTD SERVICE,NA - Service Manager,"Manager, MS Press Department",,
OVC,Surface,United States,Joy Global Longview Ops,Longview LeT - LeT Mining Products,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,LVW HRLY Mechanical Assembly II,Surface Loader Assy,Manufacturing - LVW HRLY Mechanical Assembly II,Mechanical Assembly II,Direct (DL),Manufacturing
OVC,Surface,United States,Joy Global Longview Ops,Longview LeT - LeT Mining Products,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,LVW HRLY Mechanical Assembly II,Surface Loader Assy,Manufacturing - LVW HRLY Mechanical Assembly II,Mechanical Assembly II,Direct (DL),Manufacturing
CC,Komatsu East,United States,Komatsu America Corp.,Hatfield (Midlantic),Komatsu East,Komatsu North America,Komatsu East,Regular,Full-Time,Salaried,Material Handler Product Specialist,Corporate Sales,Production Planning - Material Handler Specialist,Material Handling Product Specialist,,Production Planning
CC,Komatsu East,United States,Komatsu America Corp.,South Plainfield (KNE),Komatsu East,Komatsu North America,Komatsu East,Regular,Full-Time,Salaried,Director of Fleet Operations and Sales Administration,"Fleet Mgmt, Mrktg",Operations - Director of Fleet Operations and Sales Administration,Vice President Fleet & Sales Operations Komatsu Company Stores - East,,Operations
OVC,Underground,United States,Joy Global Underground,Duffield - South East Americas,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,AMNO - Welder II,Fabrication Duf,AMNO - Welder II,DUF Welder,Direct (DL),Manufacturing
OVC,Komatsu West,United States,Komatsu America Corp.,Elko (KEC),Komatsu Equipment Company,Komatsu North America,Komatsu Equipment Company,Regular,Full-Time,Hourly,Shop/Field Technician - U/N,Elko - Svc NonMgmt,Shop Technician - Shop/Field Technician - U/N,Field Technician - U/N,,Warehouse Distribution
CC,Surface,United States,Joy Global Surface Mining,Milwaukee Distribution Center,Supply Chain Division,Komatsu Mining Technologies,General & Administrative,Regular,Full-Time,Salaried,Logistics Manager IV,Customs Compliance,Supply Chain - Logistics Manager IV,Trade and Customs Compliance Supervisor,Tech & Spec Sal (SE),Supply Chain
OVC,Underground,United States,Joy Global Underground,Duffield - South East Americas,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,AMNO - General Laborer,Fabrication Duf,AMNO - General Laborer,DUF General Laborer,Direct (DL),Manufacturing
CC,Modular Mining Systems Inc,Australia,Modular Mining Systems Pty Ltd,Milton,Mining Technology Solutions,Komatsu Mining Technologies,Global Operations,Regular,Full-Time,Salaried,TRAINING SPECIALIST,AUS Mining Svc,TRAINING SPECIALIST,TRAINING SPECIALIST,,
OVC,Underground,United States,Joy Global Underground,Duffield - South East Americas,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,AMNO - Electrical Prep Operator,Misc Elect Rep. Duf,AMNO - Electrical Prep Operator,DUF Electrical Prep Operator,Direct (DL),Manufacturing
OVC,Underground,United States,Joy Global Underground,Duffield - South East Americas,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,AMNO - Weld Prep Operator,Fabrication Duf,AMNO - Weld Prep Operator,DUF Weld Prep Operator,Direct (DL),Manufacturing
CC,Komatsu West,United States,Komatsu America Corp.,St George (KEC),Komatsu Equipment Company,Komatsu North America,Komatsu Equipment Company,Regular,Full-Time,Salaried,Service Supervisor,ST GEORGE SVS MGMT,NA - Service Supervisor,Service Supervisor,,
OVC,Underground,United States,Joy Global Underground,Lebanon - South East Americas,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,AMNO - Welder I,Fabrication LEB,AMNO - Welder I,LEB Welder,Direct (DL),Manufacturing
CC,Modular Mining Systems Inc,United States,"Modular Mining Systems, Inc.",Tucson,Mining Technology Solutions,Komatsu Mining Technologies,Sales & Marketing,Regular,Full-Time,Salaried,Director Product Strategy,Sales Product Mgt,Director Product Strategy,Director Product Strategy,,
CC,Komatsu West,United States,Komatsu America Corp.,Salt Lake City (KEC),Komatsu Equipment Company,Komatsu North America,Komatsu Equipment Company,Regular,Full-Time,Salaried,IT Desktop Support Technician,Corp Admin - IT,Information Technology - IT Desktop Support Technician,IT Desktop Support Technician,Cler & Sten Sal (SD),
CC,KAC,United States,Komatsu America Corp.,Peoria,NA Research & Development,Komatsu Mining Technologies,Development,Regular,Full-Time,Salaried,Engineer II,DESIGN ENGINEERING,Engineer II,Engineer II,,Engineering
CC,Modular Mining Systems Inc,United States,"Modular Mining Systems, Inc.",Tucson,Mining Technology Solutions,Komatsu Mining Technologies,Business Services,Regular,Full-Time,Salaried,Technical Recruiter,Human Resources,Technical Recruiter,Talent Acquisition Specialist,,
OVC,Surface,United States,Joy Global Longview Ops,Longview LeT - LeT Mining Products,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,LVW HRLY General Utility Wrkr,Maintenance,Manufacturing - LVW HRLY General Utility Wrkr,General Utility Worker,Indirect (IG),Manufacturing
OVC,CA Distribution,Canada,Joy Global (Canada) Ltd,Sparwood,Field Svc,Komatsu North America,Parts and Service,Regular,Full-Time,Hourly,Welder,SU SPARWOOD SHOP,Field Service - Welder,Journeyperson Welder,Direct (DL),Co. Owned Distribution
OVC,CA Distribution,Canada,Joy Global (Canada) Ltd,Edmonton,Manufacturing,Komatsu North America,Parts and Service,Regular,Full-Time,Hourly,Machinist,SU EDMONTON FLD SERV,Manufacturing - Machinist,Journeyperson Machinist,Direct (DL),Manufacturing
CC,Underground,South Africa,Joy Global Africa Pty Ltd,Wadeville - Republic of South Africa,Engineering,Komatsu Mining Technologies,Research and Development,Regular,Full-Time,Salaried,Engineer III,"Power,Control&Autom",Engineering - Engineer II,Engineer - Control & Automation,Indirect (IG),Engineering
CC,Underground,Australia,Joy Global Australia Pty,Rockhampton - Australia,Plan/ProjMgt,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Salaried,Planner IV,Workshop Admin,Planning/Project Management - Planner IV,Fabrication Planner,,Planning/Project Management
CC,KAC,United States,Komatsu America Corp.,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Temporary,Intern,Hourly,Intern,PEORIA MFG,Manufacturing - Intern,Intern,,Manufacturing
CC,KAC,United States,Komatsu America Corp.,Peoria,Manufacturing Admin,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Salaried,"Coordinator, Order & Distribution",PMO-ORDER & DISTRIBU,"Manufacturing Admin - Coordinator, Order & Distribution","Coordinator, Order & Distribution",Cler & Sten Sal (SD),Manufacturing Support
OVC,Surface,United States,Joy Global Longview Ops,Longview LeT - LeT Mining Products,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,LVW HRLY Electrical Assembly II,Electronic Assy,LVW HRLY Electrical Assembly II,Electrical Assembly II,Direct (DL),Manufacturing
OVC,US Distribution,United States,Joy Global Surface Mining,Elko NV,Manufacturing,,Parts and Service,Regular,Full-Time,Hourly,Welder III,WELDING SRV ELKO,Welder III,Welder III,Direct (DL),Co. Owned Distribution
OVC,Underground,United States,Joy Global Underground,Price - Western Americas,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,AMNO - Hydraulic Repairman - Learner,Hydraulic Wellington,AMNO - Hydraulic Repairman - Learner,WEL Hydraulic Repairman - Learner,Direct (DL),Manufacturing
CC,Komatsu Forklift,United States,Komatsu Forklift,Alsip (Forklift),Komatsu Forklift Stores,,Komatsu Forklift,Regular,Full-Time,Salaried,Service Coordinator,Servicemen Chicago,NA - Service Coordinator,Service Coordinator,Cler & Sten Sal (SD),
OVC,Underground,Australia,Joy Global Australia Pty,Mackay CR - Australia,Field Svc,Komatsu Mining Technologies,Parts and Service,Regular,Full-Time,Salaried,Field Service Representative III,Reg Serv - QLD South,Field Service - Field Service Representative IV,Mechanical Service Engineer,,Co. Owned Distribution
OVC,Underground,Australia,Joy Global Australia Pty,Hunter Valley - Australia,Manufacturing,,Manufacturing,Regular,Full-Time,Hourly,Mechanical Fitter,Fab/Rebuild Bay 3&4,Manufacturing - Mechanical Fitter,Mechanical Fitter,,Manufacturing
CC,KAC,United States,Komatsu America Corp.,Peoria,NA Research & Development,Komatsu Mining Technologies,Development,Regular,Full-Time,Salaried,Engineer II,DESIGN ENGINEERING,Engineer II,Engineer II,Tech & Spec Sal (SE),Engineering
OVC,Underground,Australia,Joy Global Australia Pty,Hunter Valley - Australia,Manufacturing,Komatsu Mining Technologies,Manufacturing,Contingent,Fixed Term,Temporary Contractor,Temporary Contractor,Fab/Rebuild Bay 3&4,Contingent Worker - Temporary Contractor,Mechanical Fitter - Contractor,,Contingent Worker
CC,Underground,United States,Joy Global Underground,Duffield - South East Americas,Plan/ProjMgt,,Manufacturing,Regular,Full-Time,Salaried,Estimating Assistant,General Plant Duf,Manufacturing -  Estimating Assistant,DUF Estimating Assistant,Cler & Sten Sal (SD),Manufacturing
OVC,Underground,Australia,Joy Global Australia Pty,Hunter Valley - Australia,Manufacturing,Komatsu Mining Technologies,Manufacturing,Contingent,Fixed Term,Temporary Contractor,Temporary Contractor,Fab/Rebuild Bay 3&4,Contingent Worker - Temporary Contractor,Mechanical Fitter - Contractor,,Contingent Worker
OVC,Underground,India,Joy Global India Pv. Ltd.,Nagpur - India,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Salaried,Shop Floor Worker,Nagpur Serv. Cent UG,Manufacturing - Shop Floor Worker,Technician,,Manufacturing
OVC,Underground,India,Joy Global India Pv. Ltd.,Nagpur - India,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Salaried,Shop Floor Worker,Nagpur Serv. Cent UG,Manufacturing - Shop Floor Worker,Technician,,Manufacturing
OVC,Surface,United States,Joy Global Longview Ops,Longview LeT - LeT Mining Products,Manufacturing,Komatsu Mining Technologies,Manufacturing,Contingent,Fixed Term,Temporary Contractor,Temporary Contractor,Heavy Fabrication,Contingent Worker - Temporary Contractor,Contract Welder,,Contingent Worker
OVC,Underground,United States,Joy Global Underground,Homer City - North East Americas,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,AMNO - Electrical Assembler,HC Electrical,AMNO - Electrical Assembler,HCY Electrical Assembler,Direct (DL),Manufacturing
OVC,Modular Mining Systems Inc,Australia,Modular Mining Systems Pty Ltd,Milton,Mining Technology Solutions,Komatsu Mining Technologies,Global Operations,Regular,Full-Time,Salaried,APPLICATIONS ENGINEER,AU Product Support,Applications Engineer,Applications Engineer,,
OVC,US Distribution,United States,Joy Global Surface Mining,Kilgore TX,Field Svc,Komatsu North America,Parts and Service,Contingent,Fixed Term,Temporary Contractor,Temporary Contractor,AMNO SHOVEL LIFTER,Contingent Worker - Temporary Contractor,NFS Contractor,,Contingent Worker
OVC,US Distribution,United States,Joy Global Surface Mining,Kilgore TX,Field Svc,,Parts and Service,Regular,Full-Time,Hourly,NFS Welder II,AMNO SHOVEL LIFTER,NFS Welder II,NFS Welder II,Direct (DL),Co. Owned Distribution
OVC,Underground,United States,Joy Global Underground,Price - Western Americas,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,AMNO - Mechanic I,Mechanical Dept Well,AMNO - Mechanic I,WEL Mechanic,Direct (DL),Manufacturing
CC,KAC,United States,Komatsu America Corp.,Peoria,PMO Peoria,Komatsu North America,Manufacturing,Regular,Full-Time,Salaried,Unit Down/EO Associate,Customer Service,NA - Unit Down/EO Associate,Unit Down Expeditor,Cler & Sten Sal (SD),
CC,CA Distribution,Canada,Joy Global (Canada) Ltd,Calgary,Finance,,General & Administrative,Regular,Full-Time,Salaried,Tax Manager,SU CORPORATE ADMIN,Tax Manager,Tax Manager,Indirect (IG),Finance
CC,Underground,India,Joy Global India Pv. Ltd.,Pune - India,Engineering,Komatsu Mining Technologies,Research and Development,Regular,Full-Time,Salaried,IT Supervisor I,Pune Design/Test Ctr,Information Technology - IT Supervisor I,Senior Software Developer,,Information Technology
OVC,Surface,United States,Joy Global Surface Mining,Milwaukee South Harbor,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,MKE Hourly Grade 8,MP Gear Welding SH,Manufacturing - MKE Hourly Grade 8,Operator – Set-up/Auto Welder-Gear Welding,Direct (DL),Manufacturing
OVC,Underground,United States,Joy Global Underground,Price - Western Americas,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,AMNO - Mechanic I,Mechanical Dept Well,AMNO - Mechanic I,WEL Mechanic,Direct (DL),Manufacturing
CC,Underground,Poland,Joy Global (Poland) Sp,Tychy - JMM Poland,Finance,Komatsu Mining Technologies,General & Administrative,Regular,Full-Time,Salaried,Accountant V,Tychy Finance,Accountant V,Senior Accountant,Employement Agr (EA),Finance
CC,Surface,China,"Jg Investment Co., Ltd",Beijing - China,Commercial,Komatsu Mining Technologies,Selling,Regular,Full-Time,Salaried,Commercial Specialist II,P&H BJ SALES,Commercial - Commercial Specialist II,Commercial Officer,,Commercial
CC,Surface,China,"Jg Investment Co., Ltd",Beijing - China,Sales,Komatsu Mining Technologies,Selling,Regular,Full-Time,Salaried,Sr. Parts Representative,P&H BJ SALES,Sales - Sr. Parts Representative,Sales & Business Dev. Manager,,Sales
CC,KAC,United States,Komatsu America Corp.,Peoria,NA Research & Development,Komatsu Mining Technologies,Development,Regular,Full-Time,Salaried,Engineer I,DESIGN ENGINEERING,Engineer I,Engineer I,,Engineering
OVC,KAC,United States,Komatsu America Corp.,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Shop Clerk,Logistics,Manufacturing - Shop Clerk,Shop Clerk,,Manufacturing
OVC,Modular Mining Systems Inc,United States,"Modular Mining Systems, Inc.",Tucson,Mining Technology Solutions,Komatsu Mining Technologies,Engineering,Regular,Full-Time,Hourly,Electronics Technician,Hrdwre QA DC(MTS-US),Electronics Technician,Electronics Technician,,
CC,KAC,United States,Komatsu America Corp.,Home Office,NA Research & Development,Komatsu Mining Technologies,Development,Regular,Full-Time,Salaried,Engineering Manager II,DESIGN ENGINEERING,Engineering Manager II,Senior Engineering Manager,,Engineering
CC,Hardrock,Canada,Joy Global (Canada) Ltd,Magill - Hard Rock Canada,EHS,Komatsu Mining Technologies,General & Administrative,Regular,Full-Time,Salaried,Senior EHS Specialist,Hardrock HQ HR Admin,Environmental Health & Safety - Senior EHS Specialist,Sr. EHS Specialist,Indirect (IG),Environmental Health & Safety
CC,Montabert,France,Montabert,Saint-Priest - Montabert Operations,Innovation,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Salaried,France Jobs,Manufacturing Eng,NA - France Jobs,Process Engineering Engineer,Indirect (IG),
OVC,Montabert,France,Montabert,Saint-Priest - Montabert Operations,Sales,Komatsu Mining Technologies,Parts and Service,Regular,Full-Time,Salaried,France Jobs,Sales,NA - France Jobs,Technical Support Tecnician,Direct (DL),
CC,Montabert,France,Montabert,Saint-Priest - Montabert Operations,Finance,Komatsu Mining Technologies,General & Administrative,Regular,Full-Time,Salaried,France Jobs,General Accounting,NA - France Jobs,Accountant,Indirect (IG),
CC,Corporate,United States,Komatsu Mining Corp.,Franklin - Franklin Operations,Mktg & Prod,Komatsu Mining Technologies,General & Administrative,Contingent,Fixed Term,Temporary Contractor,Temporary Contractor,Creative KMT,Contingent Worker - Temporary Contractor,Contractor - Production Artist I,,Contingent Worker
OVC,Montabert,France,Montabert,Saint-Priest - Montabert Operations,Innovation,Komatsu Mining Technologies,Manufacturing,Temporary,Trainee,Hourly,France Jobs,Tooling Department,NA - France Jobs,Toolmaker Trainee,Indirect (IG),
CC,Montabert,France,Montabert,Saint-Priest - Montabert Operations,Finance,Komatsu Mining Technologies,General & Administrative,Temporary,Trainee,Salaried,France Jobs,Information System,NA - France Jobs,IT Technician Trainee,Indirect (IG),
CC,Montabert,France,Montabert,Saint-Priest - Montabert Operations,Finance,Komatsu Mining Technologies,General & Administrative,Temporary,Trainee,Salaried,France Jobs,Cost Accounting,NA - France Jobs,Controller Trainee,Indirect (IG),
OVC,Montabert,France,Montabert,Saint-Priest - Montabert Operations,Operations,Komatsu Mining Technologies,Manufacturing,Temporary,Trainee,Hourly,France Jobs,Grinding,NA - France Jobs,Grinding Trainee,Direct (DL),
OVC,Montabert,France,Montabert,Saint-Priest - Montabert Operations,Operations,Komatsu Mining Technologies,Manufacturing,Temporary,Trainee,Hourly,France Jobs,Machining,NA - France Jobs,Machining Trainee,Direct (DL),
CC,Montabert,France,Montabert,Saint-Priest - Montabert Operations,Sales,Komatsu Mining Technologies,Selling,Regular,Full-Time,Salaried,France Jobs,Sales,NA - France Jobs,Direct Sales Officer,Indirect (IG),
CC,Underground,South Africa,Joy Global Africa Pty Ltd,Wadeville - Republic of South Africa,Human Resources,Komatsu Mining Technologies,General & Administrative,Regular,Full-Time,Salaried,Senior HR Manager II,HR Director,Human Resources - Senior HR Manager II,Snr Human Resource Manager,Supervision Sal (SA),Human Resources
CC,Montabert,France,Montabert,Saint-Priest - Montabert Operations,Innovation,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Salaried,France Jobs,Manufacturing Eng,NA - France Jobs,Process Engineering Engineer,Indirect (IG),
CC,Montabert,France,Montabert,Saint-Priest - Montabert Operations,Finance,Komatsu Mining Technologies,General & Administrative,Temporary,Trainee,Salaried,France Jobs,General Accounting,NA - France Jobs,Accountant Trainee,Indirect (IG),
CC,Modular Mining Systems Inc,United States,"Modular Mining Systems, Inc.",Tucson,Mining Technology Solutions,Komatsu Mining Technologies,Engineering,Regular,Full-Time,Salaried,Vice President Engineering,Eng Mgmt PD (MTS-US),Vice President Engineering,Vice President Engineering,,Engineering
OVC,CA Distribution,Canada,Joy Global (Canada) Ltd,Ft. McMurray,Field Svc,Komatsu North America,Parts and Service,Regular,Full-Time,Hourly,Electrician,SU FORT MC FLD SERV,Field Service - Electrician,Journeyperson Electrician,Direct (DL),Co. Owned Distribution
OVC,Underground,South Africa,Joy Global Africa Pty Ltd,eMalahleni - Republic of South Africa,Smart Svc,Komatsu Mining Technologies,Parts and Service,Regular,Full-Time,Hourly,Smart Services - Contractor,Matla Serv Support,Smart Services - Contractor,Aftermarket Serviceman,Direct (DL),Smart Services
OVC,Modular Mining Systems Inc,Australia,Modular Mining Systems Pty Ltd,Milton,Mining Technology Solutions,Komatsu Mining Technologies,Global Operations,Regular,Full-Time,Salaried,APPLICATIONS ENGINEER,AU Product Support,Applications Engineer,Applications Engineer,,
CC,KAC,United States,Komatsu America Corp.,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Salaried,Reman Scheduler,Materials Management,Manufacturing - Reman Scheduler,Reman Scheduler,,Manufacturing
CC,Corporate,United States,Komatsu Mining Corp.,Milwaukee South Harbor,Information Technology,Corporate,General & Administrative,Regular,Full-Time,Salaried,Administrative Assistant VI,IT Administration,Administrative - Administrative Assistant VI,Executive Administrative Assistant,Cler & Sten Sal (SD),Administrative
OVC,Underground,United States,Joy Global Underground,Price - Western Americas,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,AMNO - Mechanic Learner,Mechanical Dept Well,AMNO - Mechanic Learner,WEL Mechanic - Learner,Indirect (IG),Manufacturing
CC,Underground,United States,Joy Global Underground,Solon - Cleveland Operations,Supply Chain Division,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Salaried,Material Control Coordinator III,Mfg Control BFG,Material Control Coordinator III,Production Control Coordinator,Cler & Sten Sal (SD),Supply Chain
OVC,KAC,United States,Komatsu America Corp.,Peoria,PMO Peoria,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,E/E Assembler,PMO-ELEC TRK-ASSEM,Manufacturing - E/E Assembler,E/E Assembler,,Manufacturing
CC,Corporate,United States,Komatsu Mining Corp.,Milwaukee South Harbor,Mktg & Prod,Corporate,General & Administrative,Regular,Full-Time,Salaried,Content Editor,Marketing Communi,Marketing - Content Editor,Content Editor,Tech & Spec Sal (SE),Marketing
CC,Modular Mining Systems Inc,United States,"Modular Mining Systems, Inc.",Tucson,Mining Technology Solutions,Komatsu Mining Technologies,Engineering,Regular,Full-Time,Salaried,HARDWARE QUALITY ASSURANCE ENGINEER I,QualImprov SS(MTS-US,HARDWARE QUALITY ASSURANCE ENGINEER I,Quality Improvement Engineer,,
OVC,Underground,Poland,Joy Global (Poland) Sp,Tychy - JMM Poland,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,Fitter,Tychy Production,,Fitter,,Manufacturing
CC,Underground,Australia,Joy Global Australia Pty,Hunter Valley - Australia,Engineering,Komatsu Mining Technologies,Research and Development,Regular,Full-Time,Salaried,Engineer III,Longwall App Eng,Engineering - Engineer III,Mechanical Engineer,,Engineering
CC,Corporate,United States,Komatsu Mining Corp.,Franklin - Franklin Operations,Mktg & Prod,Komatsu Mining Technologies,General & Administrative,Contingent,Fixed Term,Temporary Contractor,Temporary Contractor,Creative KMT,Contingent Worker - Temporary Contractor,Graphic Designer- Contractor,,Contingent Worker
OVC,Underground,United States,Joy Global Underground,Duffield - South East Americas,Manufacturing,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Hourly,AMNO - Mechanic I,Mechanical Dept Duf,AMNO - Mechanic I,DUF Mechanic,Direct (DL),Manufacturing
CC,KAC,United States,Komatsu America Corp.,Cartersville,Product & Services,Komatsu North America,Sales & Product Support,Regular,Full-Time,Salaried,Technical Content Delivery Specialist,Net Publication - CE,Technical Content Delivery Specialist,Technical Content Delivery Specialist,Indirect (IG),Administrative
CC,KAC,United States,Komatsu America Corp.,Milwaukee South Harbor,Information Technology,Corporate,General & Administrative,Regular,Full-Time,Salaried,Senior Digital Solutions Engineer,KAC Enterpise Tech,Senior Digital Solutions Engineer,Senior Data Engineer,Tech & Spec Sal (SE),Information Technology
CC,Corporate,United States,Komatsu Mining Corp.,Milwaukee South Harbor,Information Technology,,General & Administrative,Regular,Full-Time,Salaried,Digital Solutions Engineer,Ent Integ & Innov,Digital Solutions Engineer,SAP Integration Developer,Tech & Spec Sal (SE),Information Technology
